candidate,family,quant,sample_id,raw_detection_count,measurement_count,installed_object_count,installed_tp,installed_fp,installed_fn,installed_duplicate_count
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002671_frame107536,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002681_frame107556,3,3,3,1,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002690_frame107574,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002691_frame107576,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002692_frame107578,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002694_frame107582,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002695_frame107584,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002697_frame107588,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002704_frame107602,3,3,3,1,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002710_frame107614,4,4,4,1,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002716_frame107626,3,3,3,1,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002717_frame107628,3,3,3,1,2,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002725_frame107644,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002726_frame107646,5,5,5,2,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002731_frame107656,5,5,5,2,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002732_frame107658,5,5,5,2,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002736_frame107666,5,5,5,2,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002740_frame107674,5,5,5,2,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002755_frame107704,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002761_frame107716,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002809_frame107812,7,7,7,3,4,0,4
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002816_frame107826,5,5,5,2,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002881_frame107956,5,5,5,2,3,1,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002885_frame107964,6,6,6,3,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002889_frame107972,6,6,6,2,4,1,4
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002891_frame107976,5,5,5,1,4,2,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002895_frame107984,4,4,4,1,3,1,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002896_frame107986,4,4,4,1,3,1,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002902_frame107998,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002908_frame108010,5,5,5,2,3,1,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002912_frame108018,7,7,7,3,4,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_002918_frame108030,6,6,6,2,4,1,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003028_frame108250,4,4,4,3,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003038_frame108270,5,5,5,3,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003040_frame108274,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003044_frame108282,3,3,3,1,2,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003045_frame108284,1,1,1,1,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003046_frame108286,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003051_frame108296,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003053_frame108300,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003055_frame108304,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003068_frame108330,2,2,2,1,1,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003074_frame108342,2,2,2,1,1,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003095_frame108384,3,3,3,3,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003097_frame108388,4,4,4,2,2,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003101_frame108396,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003104_frame108402,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003106_frame108406,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003109_frame108412,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003112_frame108418,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003114_frame108422,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003123_frame108440,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003155_frame108504,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003166_frame108526,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003179_frame108552,3,3,3,1,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003185_frame108564,4,4,4,1,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003189_frame108572,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003191_frame108576,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003198_frame108590,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003228_frame108650,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003232_frame108658,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003237_frame108668,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003244_frame108682,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003356_frame108906,3,3,3,3,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003360_frame108914,6,6,6,3,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003366_frame108926,6,6,6,3,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003380_frame108954,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003383_frame108960,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003387_frame108968,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003389_frame108972,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003390_frame108974,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003391_frame108976,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003393_frame108980,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003399_frame108992,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003406_frame109006,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003410_frame109014,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003418_frame109030,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003449_frame109092,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003456_frame109106,1,1,1,1,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003457_frame109108,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003459_frame109112,1,1,1,1,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003474_frame109142,9,9,9,4,5,0,5
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003490_frame109174,5,5,5,3,2,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003492_frame109178,6,6,6,3,3,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003508_frame109210,6,6,6,3,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003527_frame109248,5,5,5,2,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003536_frame109266,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003537_frame109268,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003538_frame109270,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003558_frame109310,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003580_frame109354,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003582_frame109358,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003590_frame109374,6,6,6,2,4,0,4
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003602_frame109398,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003614_frame109422,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003620_frame109434,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003650_frame109494,4,4,4,2,2,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003655_frame109504,2,2,2,2,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003753_frame109700,5,5,5,3,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003903_frame110000,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003904_frame110002,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003911_frame110016,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003915_frame110024,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_003922_frame110038,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004001_frame110196,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004007_frame110208,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004010_frame110214,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004012_frame110218,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004016_frame110226,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004022_frame110238,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004082_frame110358,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004087_frame110368,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004089_frame110372,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004097_frame110388,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004101_frame110396,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004114_frame110422,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004116_frame110426,1,1,1,0,1,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004119_frame110432,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004150_frame110494,2,2,2,1,1,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004154_frame110502,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004161_frame110516,4,4,4,2,2,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004163_frame110520,3,3,3,2,1,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004166_frame110526,5,5,5,3,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004204_frame110602,2,2,2,1,1,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004206_frame110606,3,3,3,1,2,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004231_frame110656,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004232_frame110658,1,1,1,0,1,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004250_frame110694,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004253_frame110700,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004257_frame110708,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004263_frame110720,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004331_frame110856,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004333_frame110860,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004334_frame110862,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004336_frame110866,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004340_frame110874,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004342_frame110878,4,4,4,3,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004343_frame110880,6,6,6,3,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004450_frame111094,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004454_frame111102,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004459_frame111112,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004461_frame111116,3,3,3,1,2,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004500_frame111194,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004517_frame111228,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004525_frame111244,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004531_frame111256,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004536_frame111266,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004545_frame111284,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004551_frame111296,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004560_frame111314,2,2,2,1,1,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004561_frame111316,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004563_frame111320,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004577_frame111348,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004580_frame111354,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004583_frame111360,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004584_frame111362,2,2,2,1,1,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004592_frame111378,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004595_frame111384,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004603_frame111400,2,2,2,1,1,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004606_frame111406,2,2,2,2,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004607_frame111408,3,3,3,1,2,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004620_frame111434,6,6,6,2,4,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004623_frame111440,2,2,2,2,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004678_frame111550,2,2,2,2,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004684_frame111562,5,5,5,2,3,1,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004692_frame111578,3,3,3,3,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004752_frame111698,5,5,5,4,1,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004755_frame111704,4,4,4,2,2,3,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004761_frame111716,4,4,4,2,2,2,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004773_frame111740,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004776_frame111746,4,4,4,1,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004798_frame111790,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004807_frame111808,2,2,2,2,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004816_frame111826,1,1,1,1,0,2,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004817_frame111828,2,2,2,2,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004844_frame111882,6,6,6,3,3,1,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004845_frame111884,3,3,3,1,2,3,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004847_frame111888,2,2,2,1,1,3,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004856_frame111906,4,4,4,2,2,3,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004865_frame111924,8,8,8,4,4,0,4
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004866_frame111926,10,10,10,4,6,0,6
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004873_frame111940,8,8,8,4,4,0,4
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004874_frame111942,6,6,6,4,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004906_frame112006,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004910_frame112014,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004911_frame112016,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004922_frame112038,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004977_frame112148,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004982_frame112158,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004989_frame112172,3,3,3,1,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004994_frame112182,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004996_frame112186,3,3,3,1,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_004999_frame112192,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005037_frame112268,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005041_frame112276,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005057_frame112308,7,7,7,3,4,0,4
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005059_frame112312,4,4,4,3,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005061_frame112316,6,6,6,3,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005068_frame112330,6,6,6,3,3,0,3
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005082_frame112358,4,4,4,3,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005083_frame112360,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005089_frame112372,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005092_frame112378,2,2,2,1,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005105_frame112404,4,4,4,3,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005107_frame112408,5,5,5,3,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005114_frame112422,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005115_frame112424,4,4,4,2,2,0,2
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005120_frame112434,3,3,3,2,1,0,1
baseline,noae,uint8,moving_ego_pps200000_crowded_8loops_stride2_005124_frame112442,1,1,1,1,0,1,0
baseline,noae,uint8,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,1,1,1,0,1,0,0
baseline,noae,uint8,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,0,0,0,0,0,0,0
baseline,noae,uint8,moving_ego_pps200000_low_8loops_stride2_000077_frame82198,0,0,0,0,0,1,0
baseline,noae,uint8,moving_ego_pps200000_low_8loops_stride2_000083_frame82210,1,1,1,1,0,0,0
baseline,noae,uint8,moving_ego_pps200000_low_8loops_stride2_000091_frame82226,1,1,1,1,0,0,0
